filename;author;title;style;genre;date
40175.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Pieta;Post-Impressionism;religious painting;1889
69904.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Avenue of Poplars at Sunset ;Realism;landscape;1884
6914.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Old Nag;Realism;animal painting;1883
33287.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Reaper;Realism;sketch and study;1885
11966.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;The Baby Marcelle Roulin;Post-Impressionism;portrait;1888
9956.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Landscape in Drenthe;Realism;landscape;1883
97056.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Spectators in the Arena at Arles;Cloisonnism;genre painting;1888
98245.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Two Women in the Woods;Realism;genre painting;1882
90282.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Canal;Post-Impressionism;landscape;
56794.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Undergrowth;Post-Impressionism;landscape;1887
60960.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Old Woman Asleep after Rops;Realism;genre painting;1873
10737.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Woman Sewing ;Realism;sketch and study;1885
66510.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Weaver;Realism;genre painting;1884
10183.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Van Gogh's Chair;Post-Impressionism;still life;1889
81278.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Italian Woman (Agostina Segatori);Post-Impressionism;portrait;1887
84400.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;The Schoolboy (Camille Roulin);Post-Impressionism;portrait;1888
15245.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;L'Ecorche and Borghese Gladiator;Post-Impressionism;sketch and study;1887
68541.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Portrait of Armand Roulin;Post-Impressionism;portrait;1888
51454.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;A Group of Cottages;Post-Impressionism;landscape;1890
51314.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Reaper;Realism;sketch and study;1885
76426.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Gardens on Montmartre and the Blute-Fin Windmill;Post-Impressionism;landscape;1887
4929.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Woman Cutting Bread;Realism;genre painting;1885
82773.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Landscape with Carriage and Train;Post-Impressionism;landscape;1890
71644.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Self Portrait Dedicated to Paul Gauguin;Post-Impressionism;self-portrait;1888
86722.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Still Life with Bloaters;Post-Impressionism;still life;1886
34042.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Reaper;Realism;sketch and study;1885
51621.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Peasants planting potatoes;Realism;genre painting;1884
60348.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Landscape with the Chateau of Auvers at Sunset;Post-Impressionism;landscape;1890
85589.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;The Green Parrot;Realism;animal painting;1886
29212.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;The Boulevard de Clichy;Post-Impressionism;cityscape;1887
100696.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Peasant Lifting Potatoes ;Realism;sketch and study;1885
73011.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Nude Woman Reclining, Seen from the Back;Post-Impressionism;nude painting (nu);1887
73091.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Guinguette;Post-Impressionism;genre painting;1886
49108.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Portrait of Père Tanguy;Post-Impressionism;portrait;1888
17702.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Self Portrait;Post-Impressionism;self-portrait;1888
98764.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Snowy Landscape with Arles in the Background;Post-Impressionism;landscape;1888
63723.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Ladies of Arles (Memories of the Garden at Etten);Cloisonnism;genre painting;1888
50373.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Watermill in Kollen, near Nuenen;Realism;landscape;1884
27405.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Portrait of Vincent van Gogh, the Artist s Grandfather;Realism;portrait;1881
86116.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Road Running Beside the Paris Ramparts;Post-Impressionism;landscape;1887
5097.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Landscape in Stormy Weather;Realism;sketch and study;1885
48546.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Woman Peeling Potatoes;Realism;sketch and study;1885
70505.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Head of a Woman;Realism;portrait;c.1885
42588.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Still Life with Four Sunflowers;Post-Impressionism;still life;1887
47358.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Portrait of Madame Ginoux (L'Arlesienne);Post-Impressionism;portrait;1888
43383.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Donkey and Cart;Post-Impressionism;genre painting;
90289.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Peasant Woman Lifting Potatoes ;Realism;sketch and study;1885
54410.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Road with Pollard Willows and Man with Broom;Realism;sketch and study;1881
61383.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Landscape with Three Trees and a House ;Post-Impressionism;landscape;1890
94417.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Portrait of Madame Augustine Roulin ;Post-Impressionism;portrait;1888
43885.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Boulevard de Clichy ;Post-Impressionism;cityscape;1887
83814.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Still Life;Post-Impressionism;still life;c.1888
6193.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Fritillaries in a Copper Vase;Post-Impressionism;flower painting;1887
45988.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Self Portrait with Pallette;Post-Impressionism;self-portrait;1889
64102.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Weaver;Realism;genre painting;1884
64908.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Weaver;Realism;genre painting;1884
86007.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;French Peasant Woman Suckling Her Baby after Dalou;Realism;genre painting;c.1881
15632.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Cypresses;Post-Impressionism;sketch and study;1889
78851.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Vase with Flowers, Coffeepot and Fruit;Post-Impressionism;still life;1887
102958.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;View of Arles with Trees in Blossom;Post-Impressionism;landscape;1888
53714.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Still Life with Pears;Post-Impressionism;still life;c.1888
28203.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Cottages and Cypresses Reminiscence of the North ;Post-Impressionism;landscape;1890
29736.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;The Plain at Auvers;Post-Impressionism;landscape;1890
12594.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Vase with Gladioli;Post-Impressionism;flower painting;1886
63936.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Prisoners Exercising (Prisoners Round);Post-Impressionism;genre painting;1890
578.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Country Churchyard and Old Church Tower ;Realism;landscape;1885
79435.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Père Tanguy;Japonism;portrait;c.1888
58755.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Tabernacle in the heath;Realism;landscape;c.1886
76600.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Scheveningen Woman;Realism;genre painting;1881
99645.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Wheatfield with cypress tree;Post-Impressionism;landscape;1889
45581.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Large Plane Trees;Post-Impressionism;landscape;1889
92167.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Still Life with Oranges and Lemons with Blue Gloves ;Post-Impressionism;still life;1889
11081.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Park at Arles;Post-Impressionism;sketch and study;1889
83938.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;The Night Cafe;Post-Impressionism;interior;1888
49309.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Vase with Red and White Carnations on a Yellow Background ;Post-Impressionism;flower painting;1886
15594.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Potato field behind the dunes;Realism;sketch and study;1883
60497.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Part of a Portrait of Anthon van Rappard;Realism;sketch and study;1884
85011.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Kettle Over a Fire, and a Cottage by Night;Realism;sketch and study;1885
72331.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Red Vineyards at Arles;Post-Impressionism;landscape;1888
96641.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Olive Grove;Post-Impressionism;landscape;1889
100031.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Cypresses and Two Women;Post-Impressionism;landscape;1890
7837.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;The Spinner (after Millet);Post-Impressionism;genre painting;1889
70265.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Woman with a Mourning Shawl;Realism;sketch and study;1885
46457.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Selfportrait on the Road to Tarascon (The Painter on His Way to Work) ;Post-Impressionism;self-portrait;1888
76244.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;The Sower (Sower with Setting Sun);Post-Impressionism;genre painting;1888
15988.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Peasant Woman Lifting Potatoes;Realism;sketch and study;1885
71841.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Olive Trees with Yellow Sky and Sun;Post-Impressionism;landscape;1889
26998.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Still Life with Two Sunflowers ;Post-Impressionism;still life;1887
43652.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Undergrowth with Two Figures;Post-Impressionism;genre painting;1890
101298.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Peasant Woman Lifting Potatoes ;Realism;sketch and study;1885
86376.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Straw hats at dusk;Realism;landscape;1885
88840.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Chestnut Tree in Blossom ;Post-Impressionism;landscape;1887
29546.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Dunes with Figures ;Realism;genre painting;1882
101788.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;The Yellow House;Post-Impressionism;cityscape;1888
92059.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Woman Preparing a Meal;Realism;sketch and study;1885
22409.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;A mousmé, sitting;Japonism;portrait;1888
45484.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Rhone with Boats and a Bridge;Post-Impressionism;sketch and study;1888
6205.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;View of Paris from Vincent's Room in the Rue Lepic ;Post-Impressionism;cityscape;1887
18792.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Chestnut Trees in Blossom ;Post-Impressionism;cityscape;1890
10450.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Landscape at Nuenen;Realism;landscape;c.1884
3220.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Haystack under a Rainy Sky ;Post-Impressionism;landscape;1890
50339.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Seated Woman ;Realism;sketch and study;1885
79654.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Le Moulin de la Gallette 3;Post-Impressionism;cityscape;1886
13868.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;The Church in Nuenen in Winter ;Realism;sketch and study;1883
86521.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Two Diggers Among Trees ;Post-Impressionism;genre painting;1889
39304.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Portrait of Postman Roulin;Post-Impressionism;portrait;1888
32796.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Studies for Figures Carrying Bundles of Wood;Realism;sketch and study;1885
37616.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;The Kingfisher ;Post-Impressionism;animal painting;1886
73300.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Head of a Man with a Top Hat;Post-Impressionism;sketch and study;1887
51403.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Hill with the Ruins of Montmajour;Post-Impressionism;sketch and study;1888
88062.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Idol;Realism;nude painting (nu);c.1886
18048.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Lilac Bush;Post-Impressionism;landscape;1889
76904.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Public Park with Weeping Willow The Poet s Garden I;Post-Impressionism;landscape;1888
6835.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Fish-Drying Barn;Realism;cityscape;1882
17805.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Head of a Woman;Realism;portrait;c.1883
4209.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Torso of Venus;Realism;sketch and study;c.1886
10115.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Sheaf-Binder, The after Millet;Post-Impressionism;genre painting;1889
90797.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Swift;Post-Impressionism;sketch and study;1887
36355.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Seated Woman ;Realism;sketch and study;1885
2291.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;The Reaper after Millet;Post-Impressionism;genre painting;1889
5557.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;The Woodcutter after Millet;Post-Impressionism;genre painting;1890
93774.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Seated Woman;Realism;sketch and study;1885
85356.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Head of a Peasant with a Pipe;Realism;portrait;1885
82493.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Vegetable Gardens in Montmartre ;Post-Impressionism;landscape;1887
60058.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Idol;Realism;nude painting (nu);c.1886
61696.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;The Grote Markt;Realism;sketch and study;1885
66455.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Pianist;Post-Impressionism;sketch and study;1887
50104.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Woman Sewing;Realism;sketch and study;1885
8866.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;View of Paris, with the Hôtel de Ville and the Tour-Saint-Jacques;Post-Impressionism;sketch and study;1886
53924.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Violinist Seen from the Front;Post-Impressionism;sketch and study;1887
81627.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;A View of Paris with the Op;Post-Impressionism;cityscape;1886
25927.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Head of a Woman;Realism;portrait;c.1885
1188.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Venus;Post-Impressionism;sketch and study;c.1887
34204.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Torso of Venus;Realism;sketch and study;1887
59490.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Self Portrait with Bandaged Ear;Post-Impressionism;self-portrait;1889
86055.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Vase of Hollyhocks;Post-Impressionism;flower painting;1886
95101.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;View of Paris with Notre-Dame and the Pantheon;Post-Impressionism;sketch and study;1886
14163.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Landscape with Cottages and a Mill;Realism;sketch and study;1885
89349.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Idol;Realism;nude painting (nu);c.1886
34772.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Standing Male Nude Seen from the Front;Post-Impressionism;sketch and study;c.1886
96002.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Head of a Brabant Peasant Woman with Dark Cap;Realism;portrait;1885
8525.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Interior with Peasant Woman Peeling Potatoes;Realism;sketch and study;1885
23148.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Sheep-Shearers, The after Millet;Post-Impressionism;genre painting;1889
43500.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Landscape with a Church;Realism;sketch and study;1883
56629.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;The Starry Night;Post-Impressionism;landscape;1888
58369.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Young Man with a Hat;Post-Impressionism;portrait;1888
269.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;“Au Charbonnage” Café;Realism;cityscape;1878
30192.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Entrance to the Pawn Bank, The Hague;Realism;cityscape;1882
32159.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Idol and Sketches of Venus;Realism;sketch and study;c.1886
38746.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Mother Roulin with Her Baby;Post-Impressionism;portrait;1888
88878.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Portrait of Patience Escalier, Shepherd in Provence;Post-Impressionism;portrait;1888
72608.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Entrance to a Quarry near Saint Remy;Post-Impressionism;landscape;1889
91722.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;A Sunday in Eindhoven;Post-Impressionism;cityscape;
58957.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Still Life Glass with Wild Flowers;Post-Impressionism;flower painting;1890
59347.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Fish-Drying Barn in Scheveningen;Realism;cityscape;1882
94985.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Gasworks;Realism;cityscape;1882
63329.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Still LIfe;Post-Impressionism;flower painting;1886
93155.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Peasant Lifting Potatoes;Realism;sketch and study;1885
22007.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Red Poppies and Daisies;Post-Impressionism;flower painting;1890
34775.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Landscape with windswept trees;Realism;landscape;1884
41935.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Head of a Peasant Woman with Dark Cap;Realism;portrait;1885
87890.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Coalmine in the Borinage;Realism;cityscape;1879
50284.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Torso of Venus;Realism;sketch and study;1887
43690.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Olive Trees;Post-Impressionism;landscape;1889
47316.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Portrait of an Old Man with Beard;Realism;portrait;1885
9512.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Green Wheat Field with Cypress;Post-Impressionism;landscape;1889
23406.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Garden with Flowers;Post-Impressionism;landscape;1888
92209.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Parsonage Garden in the Snow with Three Figures;Realism;sketch and study;1885
53779.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;View of Auvers with Church;Post-Impressionism;cityscape;1890
28097.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Thatched Sandstone Cottages in Chaponval;Post-Impressionism;landscape;1890
99716.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Field with Poppies;Post-Impressionism;landscape;1889
17511.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;The Trinquetaille Bridge;Post-Impressionism;cityscape;1888
26994.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Street in Auvers-sur-Oise;Post-Impressionism;cityscape;1890
45670.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Torso of Venus;Realism;sketch and study;1887
79323.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Dying Slave and Figures at a Table;Realism;sketch and study;1887
84980.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Self-Portrait;Post-Impressionism;self-portrait;1887
90130.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Head of a Peasant Woman with Dark Cap;Realism;portrait;1885
90210.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Melancholy;Realism;genre painting;1883
91245.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Young Slave;Post-Impressionism;sketch and study;1887
48846.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Self-Portrait;Realism;self-portrait;1886
32266.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Torso of Venus;Realism;sketch and study;c.1886
30875.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Torso of Venus and a Landscape;Realism;sketch and study;1887
37198.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Alychamps;Post-Impressionism;landscape;1888
60603.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Bloaters on a Piece of Yellow Paper;Post-Impressionism;still life;1889
9044.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Shed with Sunflowers;Post-Impressionism;landscape;1887
50191.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;The Bois de Boulogne with People Walking;Post-Impressionism;landscape;1886
14696.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;The Garden of Saint-Paul Hospital;Post-Impressionism;cityscape;1889
84633.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Park View;Post-Impressionism;sketch and study;c.1887
30878.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Head of a Man (Possibly Theo van Gogh);Post-Impressionism;sketch and study;1887
36365.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Self-Portrait with Gray Felt Hat;Post-Impressionism;self-portrait;1887
84569.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;The Park at Arles;Post-Impressionism;landscape;1889
99629.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Roses and Beetle;Post-Impressionism;flower painting;1890
24626.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Wheat Fields at Auvers Under Clouded Sky;Post-Impressionism;landscape;1890
99619.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Seated Woman ;Post-Impressionism;sketch and study;1887
10078.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Woman with White Shawl in a Wood;Realism;genre painting;1882
65338.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Woman by a Hearth;Realism;sketch and study;1885
40672.jpg;397c63db1c7b507d23abff3f8bb0fa18;Lady with a Lap Dog;Baroque;portrait;
60634.jpg;397c63db1c7b507d23abff3f8bb0fa18;Self-portrait;Baroque;self-portrait;1658
1680.jpg;397c63db1c7b507d23abff3f8bb0fa18;Self-portrait as the Apostle Paul;Baroque;self-portrait;1661
18870.jpg;397c63db1c7b507d23abff3f8bb0fa18;Jeremiah mourning over the Destruction of Jerusalem;Baroque;religious painting;1630
99375.jpg;397c63db1c7b507d23abff3f8bb0fa18;Self-portrait;Baroque;self-portrait;1632
95687.jpg;397c63db1c7b507d23abff3f8bb0fa18;Woman in bed;Baroque;portrait;1645
26609.jpg;397c63db1c7b507d23abff3f8bb0fa18;Healing of Peter`s Mother in law;Baroque;sketch and study;1660
85122.jpg;397c63db1c7b507d23abff3f8bb0fa18;Maria Trip;Baroque;portrait;1639
97578.jpg;397c63db1c7b507d23abff3f8bb0fa18;Jacob Wrestling with the Angel;Baroque;religious painting;c.1659
32228.jpg;397c63db1c7b507d23abff3f8bb0fa18;Self-portrait;Baroque;self-portrait;1659
58265.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Anatomy Lesson of Dr. Nicolaes Tulp;Baroque;genre painting;1632
75508.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait of a bearded man, bust length, in a red doublet;Baroque;portrait;1633
29780.jpg;397c63db1c7b507d23abff3f8bb0fa18;Self-portrait, Frowning;Baroque;self-portrait;1630
68549.jpg;397c63db1c7b507d23abff3f8bb0fa18;Dead peacocks;Baroque;animal painting;
12058.jpg;397c63db1c7b507d23abff3f8bb0fa18;Self-portrait;Baroque;self-portrait;1630
82444.jpg;397c63db1c7b507d23abff3f8bb0fa18;Lion resting;Baroque;animal painting;1652
2747.jpg;397c63db1c7b507d23abff3f8bb0fa18;Christ Presented to the People;Baroque;sketch and study;1655
62494.jpg;397c63db1c7b507d23abff3f8bb0fa18;Titus van Rijn in a Monk`s Habit;Baroque;portrait;1660
11041.jpg;397c63db1c7b507d23abff3f8bb0fa18;Saskia looking out of a window;Baroque;genre painting;1635
76341.jpg;397c63db1c7b507d23abff3f8bb0fa18;The raising of the cross;Baroque;sketch and study;1629
101686.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Nightwatch;Baroque;genre painting;1642
36918.jpg;397c63db1c7b507d23abff3f8bb0fa18;Hendrickje sleeping;Baroque;sketch and study;
45341.jpg;397c63db1c7b507d23abff3f8bb0fa18;Study for one of the syndics of the Cloth Guild;Baroque;portrait;1662
44565.jpg;397c63db1c7b507d23abff3f8bb0fa18;Christ on the Cross;Baroque;religious painting;1631
86118.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Beheading of John the Baptist;Baroque;religious painting;
16031.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Prophetess Anna (Rembrandt`s Mother);Baroque;portrait;1631
48790.jpg;397c63db1c7b507d23abff3f8bb0fa18;St. Jerome in an Italian landscape;Baroque;religious painting;1653
102304.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait of Johannes Wtenbogaert;Baroque;portrait;1633
86030.jpg;397c63db1c7b507d23abff3f8bb0fa18;Beggars on the Doorstep of a House;Baroque;genre painting;1648
79264.jpg;397c63db1c7b507d23abff3f8bb0fa18;Three Women and a Child at the Door;Baroque;sketch and study;
54590.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait of a Man in Oriental Garment;Baroque;portrait;1635
84713.jpg;397c63db1c7b507d23abff3f8bb0fa18;Arnold Tholinx;Baroque;portrait;c.1650
22988.jpg;397c63db1c7b507d23abff3f8bb0fa18;Bust of Young Woman (probably Saskia van Uylenburgh);Baroque;portrait;1633
32272.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Shell (Conus marmoreus);Baroque;;1650
33478.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait of Haesje van Cleyburgh;Baroque;portrait;1634
75509.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Jewish Bride;Baroque;genre painting;1666
67125.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Hundred Guilder Print;Baroque;religious painting;
79383.jpg;397c63db1c7b507d23abff3f8bb0fa18;Lion Resting;Baroque;animal painting;1652
35289.jpg;397c63db1c7b507d23abff3f8bb0fa18;The phoenix or the statue overthrown;Baroque;mythological painting;1658
102466.jpg;397c63db1c7b507d23abff3f8bb0fa18;The return of the prodigal son;Baroque;religious painting;1636
